,year,crop_name,county,harvested_acres,production,yield,key_crop_name,price_per_unit,value
0,2008,ALMONDS ALL ,Butte ,37100 ,33019 ,0.89 ,Almonds,,
1,2008,ALMONDS ALL ,Colusa ,35260 ,44075 ,1.25 ,Almonds,,
2,2008,ALMONDS ALL ,Fresno ,120400 ,159000 ,1.32 ,Almonds,,
3,2008,ALMONDS ALL ,Glenn ,29966 ,25771 ,0.86 ,Almonds,,
4,2008,ALMONDS ALL ,Kern ,132000 ,160000 ,1.21 ,Almonds,,
5,2008,ALMONDS ALL ,Kings ,13054 ,9268 ,0.71 ,Almonds,,
6,2008,ALMONDS ALL ,Madera ,66800 ,70140 ,1.05 ,Almonds,,
7,2008,ALMONDS ALL ,Merced ,92662 ,91036 ,0.98 ,Almonds,,
8,2008,ALMONDS ALL ,San Joaquin ,47500 ,58400 ,1.23 ,Almonds,,
9,2008,ALMONDS ALL ,Solano ,2860 ,2202 ,0.77 ,Almonds,,
10,2008,ALMONDS ALL ,Stanislaus ,128598 ,140000 ,1.09 ,Almonds,,
11,2008,ALMONDS ALL ,Sutter ,4638 ,2412 ,0.52 ,Almonds,,
12,2008,ALMONDS ALL ,Tehama ,8786 ,7117 ,0.81 ,Almonds,,
13,2008,ALMONDS ALL ,Tulare ,24800 ,27500 ,1.11 ,Almonds,,
14,2008,ALMONDS ALL ,Yolo ,11464 ,9629 ,0.84 ,Almonds,,
15,2008,ALMONDS ALL ,Yuba ,973 ,623 ,0.64 ,Almonds,,
16,2008,ALMONDS ALL ,Sum of Others ,37 ,3 ,0.08 ,Almonds,,
17,2008,ALMONDS ALL , State Totals,756898 ,840195 ,1.11 ,Almonds,,
18,2008,ANISE (FENNEL) ,Monterey ,638 ,9030 ,14.15 ,Herbs,,
19,2008,ANISE (FENNEL) ,Sum of Others ,380 ,5879 ,15.47 ,Herbs,,
20,2008,ANISE (FENNEL) , State Totals,1018 ,14909 ,14.65 ,Herbs,,
21,2008,APPLES ALL ,Contra Costa ,260 ,2240 ,8.62 ,Apples,,
22,2008,APPLES ALL ,El Dorado ,845 ,3765 ,4.46 ,Apples,,
23,2008,APPLES ALL ,Fresno ,919 ,14800 ,16.10 ,Apples,,
24,2008,APPLES ALL ,Kern ,1610 ,40100 ,24.91 ,Apples,,
25,2008,APPLES ALL ,Los Angeles ,131 ,392 ,2.99 ,Apples,,
26,2008,APPLES ALL ,Mendocino ,265 ,3206 ,12.10 ,Apples,,
27,2008,APPLES ALL ,Placer ,50 ,175 ,3.50 ,Apples,,
28,2008,APPLES ALL ,Riverside ,32 ,48 ,1.50 ,Apples,,
29,2008,APPLES ALL ,Sacramento ,312 ,5020 ,16.09 ,Apples,,
30,2008,APPLES ALL ,San Benito ,354 ,6230 ,17.60 ,Apples,,
31,2008,APPLES ALL ,San Bernardino ,247 ,356 ,1.44 ,Apples,,
32,2008,APPLES ALL ,San Diego ,270 ,405 ,1.50 ,Apples,,
33,2008,APPLES ALL ,San Joaquin ,3030 ,77200 ,25.48 ,Apples,,
34,2008,APPLES ALL ,Santa Cruz ,2300 ,45011 ,19.57 ,Apples,,
35,2008,APPLES ALL ,Sonoma ,2840 ,33106 ,11.66 ,Apples,,
36,2008,APPLES ALL ,Sum of Others ,566 ,5628 ,9.94 ,Apples,,
37,2008,APPLES ALL , State Totals,14031 ,377682 ,16.94 ,Apples,,
38,2008,APRICOTS ALL ,Contra Costa ,531 ,3720 ,7.01 ,Apricots,,
39,2008,APRICOTS ALL ,Fresno ,1433 ,10800 ,7.54 ,Apricots,,
40,2008,APRICOTS ALL ,Kern ,400 ,2350 ,5.88 ,Apricots,,
41,2008,APRICOTS ALL ,Kings ,696 ,5153 ,7.40 ,Apricots,,
42,2008,APRICOTS ALL ,Merced ,1019 ,5958 ,5.85 ,Apricots,,
43,2008,APRICOTS ALL ,Riverside ,14 ,35 ,2.50 ,Apricots,,
44,2008,APRICOTS ALL ,San Benito ,729 ,1349 ,1.85 ,Apricots,,
45,2008,APRICOTS ALL ,San Joaquin ,625 ,7800 ,12.48 ,Apricots,,
46,2008,APRICOTS ALL ,Santa Clara ,285 ,941 ,3.30 ,Apricots,,
47,2008,APRICOTS ALL ,Solano ,52 ,18 ,0.35 ,Apricots,,
48,2008,APRICOTS ALL ,Stanislaus ,824 ,17300 ,21.00 ,Apricots,,
49,2008,APRICOTS ALL ,Tulare ,322 ,2640 ,8.20 ,Apricots,,
50,2008,APRICOTS ALL ,Sum of Others ,108 ,465 ,4.31 ,Apricots,,
51,2008,APRICOTS ALL , State Totals,7038 ,58529 ,8.32 ,Apricots,,
52,2008,ARTICHOKES ,Monterey ,5993 ,48200 ,8.04 ,Misc Vegs & Fruits,,
53,2008,ARTICHOKES ,Riverside ,757 ,4248 ,5.61 ,Misc Vegs & Fruits,,
54,2008,ARTICHOKES ,San Mateo ,66 ,257 ,3.89 ,Misc Vegs & Fruits,,
55,2008,ARTICHOKES ,Sum of Others ,1251 ,7940 ,6.35 ,Misc Vegs & Fruits,,
56,2008,ARTICHOKES , State Totals,8067 ,60645 ,7.52 ,Misc Vegs & Fruits,,
57,2008,ASPARAGUS UNSPECIFIED ,Fresno ,1560 ,4630 ,2.97 ,Asparagus,,
58,2008,ASPARAGUS UNSPECIFIED ,Imperial ,373 ,934 ,2.50 ,Asparagus,,
59,2008,ASPARAGUS UNSPECIFIED ,Monterey ,4064 ,13300 ,3.27 ,Asparagus,,
60,2008,ASPARAGUS UNSPECIFIED ,San Joaquin ,9400 ,14300 ,1.52 ,Asparagus,,
61,2008,ASPARAGUS UNSPECIFIED ,Sum of Others ,1610 ,7672 ,4.77 ,Asparagus,,
62,2008,ASPARAGUS UNSPECIFIED , State Totals,17007 ,40836 ,2.40 ,Asparagus,,
63,2008,AVOCADOS ALL ,Los Angeles ,81 ,243 ,3.00 ,Avocados,,
64,2008,AVOCADOS ALL ,Monterey ,221 ,350 ,1.58 ,Avocados,,
65,2008,AVOCADOS ALL ,Riverside ,7960 ,22352 ,2.81 ,Avocados,,
66,2008,AVOCADOS ALL ,San Bernardino ,190 ,817 ,4.30 ,Avocados,,
67,2008,AVOCADOS ALL ,San Diego ,26549 ,59805 ,2.25 ,Avocados,,
68,2008,AVOCADOS ALL ,San Luis Obispo ,3919 ,5474 ,1.40 ,Avocados,,
69,2008,AVOCADOS ALL ,Santa Barbara ,8148 ,20290 ,2.49 ,Avocados,,
70,2008,AVOCADOS ALL ,Ventura ,17608 ,29701 ,1.69 ,Avocados,,
71,2008,AVOCADOS ALL ,Sum of Others ,1168 ,1980 ,1.70 ,Avocados,,
72,2008,AVOCADOS ALL , State Totals,65844 ,141012 ,2.14 ,Avocados,,
73,2008,BARLEY FEED ,Merced ,2380 ,5889 ,2.47 ,Barley,,
74,2008,BARLEY FEED ,Modoc ,2255 ,6201 ,2.75 ,Barley,,
75,2008,BARLEY FEED ,Monterey ,8600 ,11800 ,1.37 ,Barley,,
76,2008,BARLEY FEED ,San Diego ,250 ,275 ,1.10 ,Barley,,
77,2008,BARLEY FEED ,Tulare ,1040 ,614 ,0.59 ,Barley,,
78,2008,BARLEY FEED , State Totals,14525 ,24779 ,1.71 ,Barley,,
79,2008,BARLEY SEED ,Siskiyou ,1000 ,2600 ,2.60 ,Barley,,
80,2008,BARLEY SEED ,Sum of Others ,285 ,662 ,2.32 ,Barley,,
81,2008,BARLEY SEED , State Totals,1285 ,3262 ,2.54 ,Barley,,
82,2008,BARLEY UNSPECIFIED ,Colusa ,710 ,923 ,1.30 ,Barley,,
83,2008,BARLEY UNSPECIFIED ,Fresno ,11900 ,26900 ,2.26 ,Barley,,
84,2008,BARLEY UNSPECIFIED ,Kern ,2100 ,4870 ,2.32 ,Barley,,
85,2008,BARLEY UNSPECIFIED ,Lassen ,200 ,264 ,1.32 ,Barley,,
86,2008,BARLEY UNSPECIFIED ,San Bernardino ,1460 ,6105 ,4.18 ,Barley,,
87,2008,BARLEY UNSPECIFIED ,San Luis Obispo ,6015 ,5474 ,0.91 ,Barley,,
88,2008,BARLEY UNSPECIFIED ,Siskiyou ,4307 ,11844 ,2.75 ,Barley,,
89,2008,BARLEY UNSPECIFIED ,Sum of Others ,4081 ,5329 ,1.31 ,Barley,,
90,2008,BARLEY UNSPECIFIED , State Totals,30773 ,61709 ,2.01 ,Barley,,
91,2008,BEANS BLACKEYE (PEAS) ,Stanislaus ,870 ,1290 ,1.48 ,Dry Beans,,
92,2008,BEANS BLACKEYE (PEAS) ,Sutter ,400 ,288 ,0.72 ,Dry Beans,,
93,2008,BEANS BLACKEYE (PEAS) ,Sum of Others ,78 ,74 ,0.95 ,Dry Beans,,
94,2008,BEANS BLACKEYE (PEAS) , State Totals,1348 ,1652 ,1.23 ,Dry Beans,,
95,2008,BEANS DRY EDIBLE UNSPECIFIED ,Butte ,930 ,1070 ,1.15 ,Dry Beans,,
96,2008,BEANS DRY EDIBLE UNSPECIFIED ,Colusa ,4390 ,3951 ,0.90 ,Dry Beans,,
97,2008,BEANS DRY EDIBLE UNSPECIFIED ,Fresno ,5830 ,7290 ,1.25 ,Dry Beans,,
98,2008,BEANS DRY EDIBLE UNSPECIFIED ,Glenn ,1713 ,1884 ,1.10 ,Dry Beans,,
99,2008,BEANS DRY EDIBLE UNSPECIFIED ,Kern ,1896 ,2840 ,1.50 ,Dry Beans,,
100,2008,BEANS DRY EDIBLE UNSPECIFIED ,Monterey ,583 ,717 ,1.23 ,Dry Beans,,
101,2008,BEANS DRY EDIBLE UNSPECIFIED ,San Joaquin ,1980 ,2710 ,1.37 ,Dry Beans,,
102,2008,BEANS DRY EDIBLE UNSPECIFIED ,San Mateo ,51 ,49 ,0.96 ,Dry Beans,,
103,2008,BEANS DRY EDIBLE UNSPECIFIED ,Santa Barbara ,4005 ,3078 ,0.77 ,Dry Beans,,
104,2008,BEANS DRY EDIBLE UNSPECIFIED ,Solano ,2968 ,2166 ,0.73 ,Dry Beans,,
105,2008,BEANS DRY EDIBLE UNSPECIFIED ,Stanislaus ,580 ,580 ,1.00 ,Dry Beans,,
106,2008,BEANS DRY EDIBLE UNSPECIFIED ,Tulare ,1930 ,2620 ,1.36 ,Dry Beans,,
107,2008,BEANS DRY EDIBLE UNSPECIFIED ,Sum of Others ,985 ,4177 ,4.24 ,Dry Beans,,
108,2008,BEANS DRY EDIBLE UNSPECIFIED , State Totals,27841 ,33132 ,1.19 ,Dry Beans,,
109,2008,BEANS FAVA ,Sum of Others ,2 ,2 ,1.00 ,Dry Beans,,
110,2008,BEANS FAVA , State Totals,2 ,2 ,1.00 ,Dry Beans,,
111,2008,BEANS FRESH UNSPECIFIED ,Contra Costa ,326 ,1280 ,3.93 ,Dry Beans,,
112,2008,BEANS FRESH UNSPECIFIED ,Riverside ,1055 ,6504 ,6.16 ,Dry Beans,,
113,2008,BEANS FRESH UNSPECIFIED ,San Bernardino ,11 ,22 ,2.00 ,Dry Beans,,
114,2008,BEANS FRESH UNSPECIFIED ,Stanislaus ,1759 ,3470 ,1.97 ,Dry Beans,,
115,2008,BEANS FRESH UNSPECIFIED ,Sum of Others ,312 ,1488 ,4.77 ,Dry Beans,,
116,2008,BEANS FRESH UNSPECIFIED , State Totals,3463 ,12764 ,3.69 ,Dry Beans,,
117,2008,BEANS GARBANZO ,Sum of Others ,3814 ,3930 ,1.03 ,Dry Beans,,
118,2008,BEANS GARBANZO , State Totals,3814 ,3930 ,1.03 ,Dry Beans,,
119,2008,BEANS LIMA BABY DRY ,Stanislaus ,1550 ,2190 ,1.41 ,Dry Beans,,
120,2008,BEANS LIMA BABY DRY ,Sutter ,2667 ,3334 ,1.25 ,Dry Beans,,
121,2008,BEANS LIMA BABY DRY , State Totals,4217 ,5524 ,1.31 ,Dry Beans,,
122,2008,BEANS LIMA GREEN ,Merced ,1659 ,2791 ,1.68 ,Dry Beans,,
123,2008,BEANS LIMA GREEN , State Totals,1659 ,2791 ,1.68 ,Dry Beans,,
124,2008,BEANS LIMA LARGE DRY ,Stanislaus ,6700 ,9650 ,1.44 ,Dry Beans,,
125,2008,BEANS LIMA LARGE DRY ,Sum of Others ,1878 ,2396 ,1.28 ,Dry Beans,,
126,2008,BEANS LIMA LARGE DRY , State Totals,8578 ,12046 ,1.40 ,Dry Beans,,
127,2008,BEANS LIMA UNSPECIFIED ,San Joaquin ,4300 ,6020 ,1.40 ,Dry Beans,,
128,2008,BEANS LIMA UNSPECIFIED ,Ventura ,1756 ,5167 ,2.94 ,Dry Beans,,
129,2008,BEANS LIMA UNSPECIFIED ,Sum of Others ,825 ,523 ,0.63 ,Dry Beans,,
130,2008,BEANS LIMA UNSPECIFIED , State Totals,6881 ,11710 ,1.70 ,Dry Beans,,
131,2008,BEANS PINK ,Sum of Others ,170 ,96 ,0.56 ,Dry Beans,,
132,2008,BEANS PINK , State Totals,170 ,96 ,0.56 ,Dry Beans,,
133,2008,BEANS SEED ,Colusa ,550 ,495 ,0.90 ,Dry Beans,,
134,2008,BEANS SEED ,Glenn ,252 ,248 ,0.98 ,Dry Beans,,
135,2008,BEANS SEED ,Monterey ,3557 ,3290 ,0.92 ,Dry Beans,,
136,2008,BEANS SEED ,San Joaquin ,260 ,360 ,1.38 ,Dry Beans,,
137,2008,BEANS SEED ,Santa Barbara ,741 ,819 ,1.11 ,Dry Beans,,
138,2008,BEANS SEED ,Sutter ,1467 ,1151 ,0.78 ,Dry Beans,,
139,2008,BEANS SEED ,Sum of Others ,255 ,220 ,0.86 ,Dry Beans,,
140,2008,BEANS SEED , State Totals,7082 ,6583 ,0.93 ,Dry Beans,,
141,2008,BEANS SNAP FRESH MARKET ,San Diego ,306 ,1652 ,5.40 ,Dry Beans,,
142,2008,BEANS SNAP FRESH MARKET , State Totals,336 ,1652 ,5.40 ,Dry Beans,,
143,2008,BEANS SNAP UNSPECIFIED ,San Mateo ,118 ,479 ,4.06 ,Dry Beans,,
144,2008,BEANS SNAP UNSPECIFIED ,Santa Clara ,899 ,989 ,1.10 ,Dry Beans,,
145,2008,BEANS SNAP UNSPECIFIED ,Tulare ,262 ,346 ,1.32 ,Dry Beans,,
146,2008,BEANS SNAP UNSPECIFIED ,Sum of Others ,597 ,3952 ,6.62 ,Dry Beans,,
147,2008,BEANS SNAP UNSPECIFIED , State Totals,1876 ,5766 ,3.07 ,Dry Beans,,
148,2008,BEETS GARDEN ,San Bernardino ,7 ,28 ,4.00 ,Sugarbeets,,
149,2008,BEETS GARDEN ,Ventura ,390 ,4495 ,11.53 ,Sugarbeets,,
150,2008,BEETS GARDEN ,Sum of Others ,448 ,3271 ,7.30 ,Sugarbeets,,
151,2008,BEETS GARDEN , State Totals,845 ,7794 ,9.22 ,Sugarbeets,,
152,2008,BERRIES BLACKBERRIES ,Sum of Others ,11 ,87 ,7.91 ,Caneberries,,
153,2008,BERRIES BLACKBERRIES , State Totals,11 ,87 ,7.91 ,Caneberries,,
154,2008,BERRIES BLUEBERRIES ,San Joaquin ,1070 ,4500 ,4.21 ,Blueberries,,
155,2008,BERRIES BLUEBERRIES ,Tulare ,1020 ,5210 ,5.11 ,Blueberries,,
156,2008,BERRIES BLUEBERRIES ,Sum of Others ,316 ,326 ,1.03 ,Blueberries,,
157,2008,BERRIES BLUEBERRIES , State Totals,2406 ,10036 ,4.17 ,Blueberries,,
158,2008,BERRIES BUSHBERRIES UNSPECIFIED ,San Diego ,221 ,1414 ,6.40 ,Caneberries,,
159,2008,BERRIES BUSHBERRIES UNSPECIFIED ,Santa Clara ,33 ,50 ,1.52 ,Caneberries,,
160,2008,BERRIES BUSHBERRIES UNSPECIFIED ,Santa Cruz ,786 ,4166 ,5.30 ,Caneberries,,
161,2008,BERRIES BUSHBERRIES UNSPECIFIED ,Sum of Others ,4 ,19 ,4.75 ,Caneberries,,
162,2008,BERRIES BUSHBERRIES UNSPECIFIED , State Totals,1077 ,5649 ,5.41 ,Caneberries,,
163,2008,BERRIES RASPBERRIES ,Monterey ,515 ,6170 ,11.98 ,Caneberries,,
164,2008,BERRIES RASPBERRIES ,Santa Cruz ,2540 ,19279 ,7.59 ,Caneberries,,
165,2008,BERRIES RASPBERRIES ,Ventura ,2370 ,15212 ,6.42 ,Caneberries,,
166,2008,BERRIES RASPBERRIES ,Sum of Others ,1 ,4 ,4.00 ,Caneberries,,
167,2008,BERRIES RASPBERRIES , State Totals,5426 ,40665 ,7.49 ,Caneberries,,
168,2008,BERRIES STRAWBERRIES FRESH MARKET ,Monterey ,10449 ,338000 ,32.35 ,Strawberries,,
169,2008,BERRIES STRAWBERRIES FRESH MARKET ,Sacramento ,115 ,574 ,4.99 ,Strawberries,,
170,2008,BERRIES STRAWBERRIES FRESH MARKET ,San Luis Obispo ,1523 ,45660 ,29.98 ,Strawberries,,
171,2008,BERRIES STRAWBERRIES FRESH MARKET ,Santa Barbara ,5185 ,155412 ,29.97 ,Strawberries,,
172,2008,BERRIES STRAWBERRIES FRESH MARKET ,Ventura ,8597 ,214963 ,25.00 ,Strawberries,,
173,2008,BERRIES STRAWBERRIES FRESH MARKET , State Totals,25869 ,754609 ,29.17 ,Strawberries,,
174,2008,BERRIES STRAWBERRIES PROCESSING ,Santa Barbara ,2008 ,60205 ,29.98 ,Strawberries,,
175,2008,BERRIES STRAWBERRIES PROCESSING ,Ventura ,3124 ,78124 ,25.01 ,Strawberries,,
176,2008,BERRIES STRAWBERRIES PROCESSING , State Totals,5132 ,176235 ,26.95 ,Strawberries,,
177,2008,BERRIES STRAWBERRIES UNSPECIFIED ,Los Angeles ,107 ,890 ,8.32 ,Strawberries,,
178,2008,BERRIES STRAWBERRIES UNSPECIFIED ,Merced ,93 ,762 ,8.19 ,Strawberries,,
179,2008,BERRIES STRAWBERRIES UNSPECIFIED ,Orange ,1024 ,26246 ,25.63 ,Strawberries,,
180,2008,BERRIES STRAWBERRIES UNSPECIFIED ,Placer ,36 ,107 ,2.97 ,Strawberries,,
181,2008,BERRIES STRAWBERRIES UNSPECIFIED ,Riverside ,280 ,1656 ,5.91 ,Strawberries,,
182,2008,BERRIES STRAWBERRIES UNSPECIFIED ,San Bernardino ,100 ,2083 ,20.83 ,Strawberries,,
183,2008,BERRIES STRAWBERRIES UNSPECIFIED ,San Diego ,445 ,8678 ,19.50 ,Strawberries,,
184,2008,BERRIES STRAWBERRIES UNSPECIFIED ,Santa Clara ,54 ,761 ,14.09 ,Strawberries,,
185,2008,BERRIES STRAWBERRIES UNSPECIFIED ,Santa Cruz ,3287 ,104822 ,31.89 ,Strawberries,,
186,2008,BERRIES STRAWBERRIES UNSPECIFIED ,Sum of Others ,48 ,173 ,3.60 ,Strawberries,,
187,2008,BERRIES STRAWBERRIES UNSPECIFIED , State Totals,5521 ,146178 ,26.70 ,Strawberries,,
188,2008,BROCCOLI FOOD SERVICE ,Monterey ,6276 ,75100 ,11.97 ,Broccoli,,
189,2008,BROCCOLI FOOD SERVICE , State Totals,6276 ,75100 ,11.97 ,Broccoli,,
190,2008,BROCCOLI FRESH MARKET ,Imperial ,12679 ,108786 ,8.58 ,Broccoli,,
191,2008,BROCCOLI FRESH MARKET ,Monterey ,43218 ,333000 ,7.71 ,Broccoli,,
192,2008,BROCCOLI FRESH MARKET , State Totals,55905 ,441786 ,7.90 ,Broccoli,,
193,2008,BROCCOLI PROCESSING ,Monterey ,3022 ,35000 ,11.58 ,Broccoli,,
194,2008,BROCCOLI PROCESSING ,Tulare ,705 ,4960 ,7.04 ,Broccoli,,
195,2008,BROCCOLI PROCESSING , State Totals,3727 ,39960 ,10.72 ,Broccoli,,
196,2008,BROCCOLI UNSPECIFIED ,Fresno ,4700 ,35300 ,7.51 ,Broccoli,,
197,2008,BROCCOLI UNSPECIFIED ,Riverside ,2613 ,15866 ,6.07 ,Broccoli,,
198,2008,BROCCOLI UNSPECIFIED ,San Benito ,733 ,5072 ,6.92 ,Broccoli,,
199,2008,BROCCOLI UNSPECIFIED ,San Luis Obispo ,15077 ,98136 ,6.51 ,Broccoli,,
200,2008,BROCCOLI UNSPECIFIED ,Santa Barbara ,27954 ,210538 ,7.53 ,Broccoli,,
201,2008,BROCCOLI UNSPECIFIED ,Santa Clara ,453 ,3805 ,8.40 ,Broccoli,,
202,2008,BROCCOLI UNSPECIFIED ,Santa Cruz ,289 ,2800 ,9.69 ,Broccoli,,
203,2008,BROCCOLI UNSPECIFIED ,Stanislaus ,2817 ,12000 ,4.26 ,Broccoli,,
204,2008,BROCCOLI UNSPECIFIED ,Ventura ,1504 ,11031 ,7.33 ,Broccoli,,
205,2008,BROCCOLI UNSPECIFIED ,Sum of Others ,18 ,183 ,10.17 ,Broccoli,,
206,2008,BROCCOLI UNSPECIFIED , State Totals,56158 ,394731 ,7.03 ,Broccoli,,
207,2008,BRUSSELS SPROUTS ,San Mateo ,675 ,7736 ,11.46 ,Brussels Sprouts,,
208,2008,BRUSSELS SPROUTS ,Santa Cruz ,1238 ,10164 ,8.21 ,Brussels Sprouts,,
209,2008,BRUSSELS SPROUTS ,Sum of Others ,213 ,1426 ,6.69 ,Brussels Sprouts,,
210,2008,BRUSSELS SPROUTS , State Totals,2126 ,19326 ,9.09 ,Brussels Sprouts,,
211,2008,CABBAGE CHINESE & SPECIALTY ,Monterey ,500 ,14900 ,29.80 ,Cabbage,,
212,2008,CABBAGE CHINESE & SPECIALTY ,San Bernardino ,3003 ,191681 ,63.83 ,Cabbage,,
213,2008,CABBAGE CHINESE & SPECIALTY ,Sum of Others ,961 ,11896 ,12.38 ,Cabbage,,
214,2008,CABBAGE CHINESE & SPECIALTY , State Totals,4464 ,218477 ,48.94 ,Cabbage,,
215,2008,CABBAGE HEAD ,Imperial ,1336 ,21493 ,16.09 ,Cabbage,,
216,2008,CABBAGE HEAD ,Monterey ,5098 ,10700 ,2.10 ,Cabbage,,
217,2008,CABBAGE HEAD ,Riverside ,158 ,2805 ,17.75 ,Cabbage,,
218,2008,CABBAGE HEAD ,San Benito ,254 ,4953 ,19.50 ,Cabbage,,
219,2008,CABBAGE HEAD ,San Bernardino ,11 ,61 ,5.55 ,Cabbage,,
220,2008,CABBAGE HEAD ,San Luis Obispo ,1092 ,19238 ,17.62 ,Cabbage,,
221,2008,CABBAGE HEAD ,Santa Barbara ,932 ,19671 ,21.11 ,Cabbage,,
222,2008,CABBAGE HEAD ,Santa Clara ,466 ,11603 ,24.90 ,Cabbage,,
223,2008,CABBAGE HEAD ,Ventura ,2857 ,76970 ,26.94 ,Cabbage,,
224,2008,CABBAGE HEAD ,Sum of Others ,30 ,3097 ,103.23 ,Cabbage,,
225,2008,CABBAGE HEAD , State Totals,12234 ,170591 ,13.94 ,Cabbage,,
226,2008,CARROTS FOOD SERVICE ,Monterey ,1574 ,32300 ,20.52 ,Carrots,,
227,2008,CARROTS FOOD SERVICE , State Totals,1574 ,32300 ,20.52 ,Carrots,,
228,2008,CARROTS FRESH MARKET ,Monterey ,1588 ,32600 ,20.53 ,Carrots,,
229,2008,CARROTS FRESH MARKET ,Sum of Others ,52 ,2444 ,47.00 ,Carrots,,
230,2008,CARROTS FRESH MARKET , State Totals,1640 ,35044 ,21.37 ,Carrots,,
231,2008,CARROTS PROCESSING ,Imperial ,9302 ,302408 ,32.51 ,Carrots,,
232,2008,CARROTS PROCESSING ,Sum of Others ,206 ,4794 ,23.27 ,Carrots,,
233,2008,CARROTS PROCESSING , State Totals,9508 ,307202 ,32.31 ,Carrots,,
234,2008,CARROTS UNSPECIFIED ,Imperial ,6202 ,133343 ,21.50 ,Carrots,,
235,2008,CARROTS UNSPECIFIED ,Riverside ,2689 ,54992 ,20.45 ,Carrots,,
236,2008,CARROTS UNSPECIFIED ,San Luis Obispo ,3340 ,63878 ,19.13 ,Carrots,,
237,2008,CARROTS UNSPECIFIED ,Ventura ,408 ,7288 ,17.86 ,Carrots,,
238,2008,CARROTS UNSPECIFIED ,Sum of Others ,6269 ,209964 ,33.49 ,Carrots,,
239,2008,CARROTS UNSPECIFIED , State Totals,18908 ,469465 ,24.83 ,Carrots,,
240,2008,CAULIFLOWER FOOD SERVICE ,Monterey ,2433 ,22100 ,9.08 ,Cauliflower,,
241,2008,CAULIFLOWER FOOD SERVICE , State Totals,2433 ,22100 ,9.08 ,Cauliflower,,
242,2008,CAULIFLOWER FRESH MARKET ,Imperial ,3317 ,28495 ,8.59 ,Cauliflower,,
243,2008,CAULIFLOWER FRESH MARKET ,Monterey ,14290 ,130000 ,9.10 ,Cauliflower,,
244,2008,CAULIFLOWER FRESH MARKET , State Totals,17614 ,158495 ,9.00 ,Cauliflower,,
245,2008,CAULIFLOWER UNSPECIFIED ,Riverside ,1287 ,9295 ,7.22 ,Cauliflower,,
246,2008,CAULIFLOWER UNSPECIFIED ,San Luis Obispo ,1567 ,13045 ,8.32 ,Cauliflower,,
247,2008,CAULIFLOWER UNSPECIFIED ,Santa Barbara ,8452 ,72134 ,8.53 ,Cauliflower,,
248,2008,CAULIFLOWER UNSPECIFIED ,Stanislaus ,315 ,1340 ,4.25 ,Cauliflower,,
249,2008,CAULIFLOWER UNSPECIFIED ,Sum of Others ,330 ,2571 ,7.79 ,Cauliflower,,
250,2008,CAULIFLOWER UNSPECIFIED , State Totals,11951 ,98385 ,8.23 ,Cauliflower,,
251,2008,CELERY FOOD SERVICE ,Monterey ,893 ,33600 ,37.63 ,Celery,,
252,2008,CELERY FOOD SERVICE , State Totals,893 ,33600 ,37.63 ,Celery,,
253,2008,CELERY FRESH MARKET ,Monterey ,9512 ,358000 ,37.64 ,Celery,,
254,2008,CELERY FRESH MARKET , State Totals,9512 ,358000 ,37.64 ,Celery,,
255,2008,CELERY UNSPECIFIED ,Riverside ,254 ,8565 ,33.72 ,Celery,,
256,2008,CELERY UNSPECIFIED ,San Benito ,756 ,27216 ,36.00 ,Celery,,
257,2008,CELERY UNSPECIFIED ,San Luis Obispo ,1023 ,36675 ,35.85 ,Celery,,
258,2008,CELERY UNSPECIFIED ,Santa Barbara ,3646 ,123073 ,33.76 ,Celery,,
259,2008,CELERY UNSPECIFIED ,Santa Clara ,221 ,8265 ,37.40 ,Celery,,
260,2008,CELERY UNSPECIFIED ,Ventura ,11918 ,416661 ,34.96 ,Celery,,
261,2008,CELERY UNSPECIFIED ,Sum of Others ,325 ,11539 ,35.50 ,Celery,,
262,2008,CELERY UNSPECIFIED , State Totals,18143 ,631994 ,34.83 ,Celery,,
263,2008,CHERIMOYAS ,Sum of Others ,278 ,536 ,1.93 ,Other Tree Crops,,
264,2008,CHERIMOYAS , State Totals,278 ,536 ,1.93 ,Other Tree Crops,,
265,2008,CHERRIES SWEET ,Contra Costa ,344 ,636 ,1.85 ,Cherries,,
266,2008,CHERRIES SWEET ,El Dorado ,50 ,11 ,0.22 ,Cherries,,
267,2008,CHERRIES SWEET ,Fresno ,2688 ,11300 ,4.20 ,Cherries,,
268,2008,CHERRIES SWEET ,Kern ,3630 ,9700 ,2.67 ,Cherries,,
269,2008,CHERRIES SWEET ,Los Angeles ,150 ,196 ,1.31 ,Cherries,,
270,2008,CHERRIES SWEET ,Madera ,360 ,1379 ,3.83 ,Cherries,,
271,2008,CHERRIES SWEET ,Riverside ,26 ,82 ,3.15 ,Cherries,,
272,2008,CHERRIES SWEET ,Sacramento ,545 ,2049 ,3.76 ,Cherries,,
273,2008,CHERRIES SWEET ,San Benito ,650 ,2457 ,3.78 ,Cherries,,
274,2008,CHERRIES SWEET ,San Joaquin ,17700 ,52600 ,2.97 ,Cherries,,
275,2008,CHERRIES SWEET ,Santa Clara ,999 ,5295 ,5.30 ,Cherries,,
276,2008,CHERRIES SWEET ,Solano ,73 ,139 ,1.90 ,Cherries,,
277,2008,CHERRIES SWEET ,Stanislaus ,4498 ,56000 ,12.45 ,Cherries,,
278,2008,CHERRIES SWEET ,Tulare ,1350 ,5680 ,4.21 ,Cherries,,
