,year,crop_name,county,harvested_acres,production,yield,key_crop_name,price_per_unit,value
12416,2020,GRAPES WINE ,Merced ,13200,144000,10.91,Grapes,440.41,63419000
12417,2020,GRAPES WINE ,Monterey ,44900,94300,2.1,Grapes,1123.98,105991000
12418,2020,GRAPES WINE ,Napa ,45200,99300,2.2,Grapes,4646.48,461395000
12419,2020,GRAPES WINE ,Placer ,315,879,2.79,Grapes,2235.49,1965000
12420,2020,GRAPES WINE ,Riverside ,1740,11700,6.72,Grapes,1623.93,19000000
12421,2020,GRAPES WINE ,Sacramento ,36000,295000,8.19,Grapes,528.73,155975000
12422,2020,GRAPES WINE ,San Benito ,4740,24800,5.23,Grapes,1402.14,34773000
12423,2020,GRAPES WINE ,San Bernardino ,372,227,0.61,Grapes,1938.33,440000
12424,2020,GRAPES WINE ,San Diego ,1370,3070,2.24,Grapes,1695.77,5206000
12425,2020,GRAPES WINE ,San Joaquin ,91200,608000,6.67,Grapes,560.71,340913000
12426,2020,GRAPES WINE ,San Luis Obispo ,43800,133000,3.04,Grapes,1640.89,218238000
12427,2020,GRAPES WINE ,Santa Barbara ,14400,42800,2.97,Grapes,2192.43,93836000
12428,2020,GRAPES WINE ,Santa Clara ,1730,6040,3.49,Grapes,1983.77,11982000
12429,2020,GRAPES WINE ,Santa Cruz ,670,1600,2.39,Grapes,3008.75,4814000
12430,2020,GRAPES WINE ,Shasta ,200,500,2.5,Grapes,1000,500000
12431,2020,GRAPES WINE ,Solano ,4000,22400,5.6,Grapes,945.94,21189000
12432,2020,GRAPES WINE ,Sonoma ,56800,148000,2.61,Grapes,2375.08,351512000
12433,2020,GRAPES WINE ,Stanislaus ,8500,80700,9.49,Grapes,440.61,35557000
12434,2020,GRAPES WINE ,Tehama ,138,584,4.23,Grapes,1804.79,1054000
12435,2020,GRAPES WINE ,Tulare ,6500,112000,17.23,Grapes,317,35504000
12436,2020,GRAPES WINE ,Yolo ,19200,150000,7.81,Grapes,699.67,104951000
12437,2020,GRAPES WINE , State Totals,554200,3449960,6.23,Grapes,789.63,2728159000
12438,2020,HAY ALFALFA ,Alameda ,340,1870,5.5,Alfalfa,219.79,411000
12439,2020,HAY ALFALFA ,Amador ,719,5030,7,Alfalfa,250.1,1258000
12440,2020,HAY ALFALFA ,Butte ,277,1940,7,Alfalfa,200,388000
12441,2020,HAY ALFALFA ,Colusa ,6920,49900,7.21,Alfalfa,201.32,10046000
12442,2020,HAY ALFALFA ,Contra Costa ,2110,10200,4.83,Alfalfa,189.71,1935000
12443,2020,HAY ALFALFA ,Fresno ,40100,275000,6.86,Alfalfa,209,57475000
12444,2020,HAY ALFALFA ,Glenn ,8520,56000,6.57,Alfalfa,181.98,10191000
12445,2020,HAY ALFALFA ,Imperial ,144000,1135000,7.88,Alfalfa,176.6,200441000
12446,2020,HAY ALFALFA ,Kern ,56300,482000,8.56,Alfalfa,188.86,91032000
12447,2020,HAY ALFALFA ,Kings ,26000,212000,8.15,Alfalfa,188.75,40014000
12448,2020,HAY ALFALFA ,Madera ,8900,60600,6.81,Alfalfa,215.03,13031000
12449,2020,HAY ALFALFA ,Merced ,49300,324000,6.57,Alfalfa,200.98,65117000
12450,2020,HAY ALFALFA ,Modoc ,36000,252000,7,Alfalfa,169.96,42829000
12451,2020,HAY ALFALFA ,Monterey ,913,2940,3.22,Alfalfa,108.84,320000
12452,2020,HAY ALFALFA ,Plumas ,5650,19800,3.5,Alfalfa,224.85,4452000
12453,2020,HAY ALFALFA ,Riverside ,58900,471000,8,Alfalfa,207.82,97885000
12454,2020,HAY ALFALFA ,Sacramento ,14800,90600,6.12,Alfalfa,185.02,16763000
12455,2020,HAY ALFALFA ,San Bernardino ,10700,74700,6.98,Alfalfa,201.9,15082000
12456,2020,HAY ALFALFA ,San Joaquin ,41700,297000,7.12,Alfalfa,185.08,54968000
12457,2020,HAY ALFALFA ,San Luis Obispo ,1060,5550,5.24,Alfalfa,275.14,1527000
12458,2020,HAY ALFALFA ,Shasta ,3100,22600,7.29,Alfalfa,232.3,5250000
12459,2020,HAY ALFALFA ,Sierra ,3220,8860,2.75,Alfalfa,225.06,1994000
12460,2020,HAY ALFALFA ,Siskiyou ,35000,219000,6.26,Alfalfa,208.73,45712000
12461,2020,HAY ALFALFA ,Solano ,25500,138000,5.41,Alfalfa,189.43,26142000
12462,2020,HAY ALFALFA ,Stanislaus ,13600,94200,6.93,Alfalfa,196,18463000
12463,2020,HAY ALFALFA ,Sutter ,4270,26700,6.25,Alfalfa,238.61,6371000
12464,2020,HAY ALFALFA ,Tehama ,1240,8480,6.84,Alfalfa,203.54,1726000
12465,2020,HAY ALFALFA ,Tulare ,37400,291000,7.78,Alfalfa,208,60528000
12466,2020,HAY ALFALFA ,Yolo ,24200,135000,5.58,Alfalfa,202,27270000
12467,2020,HAY ALFALFA ,Yuba ,240,1730,7.21,Alfalfa,239.88,415000
12468,2020,HAY ALFALFA , State Totals,660979,4847800,7.22,Alfalfa,192.73,934296000
12469,2020,HAY GRAIN ,Colusa ,2440,7310,3,Other Hay/Non Alfalfa,174.97,1279000
12470,2020,HAY GRAIN ,Contra Costa ,2970,5200,1.75,Other Hay/Non Alfalfa,126.35,657000
12471,2020,HAY GRAIN ,Fresno ,22500,87300,3.88,Other Hay/Non Alfalfa,125.01,10913000
12472,2020,HAY GRAIN ,Kern ,12800,43200,3.38,Other Hay/Non Alfalfa,145.46,6284000
12473,2020,HAY GRAIN ,Kings ,3210,11700,3.64,Other Hay/Non Alfalfa,106.07,1241000
12474,2020,HAY GRAIN ,Merced ,30000,131000,4.37,Other Hay/Non Alfalfa,122.81,16088000
12475,2020,HAY GRAIN ,Modoc ,24900,124000,4.98,Other Hay/Non Alfalfa,170.67,21163000
12476,2020,HAY GRAIN ,Plumas ,985,2960,3.01,Other Hay/Non Alfalfa,174.66,517000
12477,2020,HAY GRAIN ,Riverside ,1480,6360,4.3,Other Hay/Non Alfalfa,192.3,1223000
12478,2020,HAY GRAIN ,Sacramento ,4050,12600,3.11,Other Hay/Non Alfalfa,143.49,1808000
12479,2020,HAY GRAIN ,San Benito ,10500,26300,2.5,Other Hay/Non Alfalfa,224.56,5906000
12480,2020,HAY GRAIN ,San Diego ,1730,3450,1.99,Other Hay/Non Alfalfa,139.13,480000
12481,2020,HAY GRAIN ,San Luis Obispo ,11000,24900,2.26,Other Hay/Non Alfalfa,185.62,4622000
12482,2020,HAY GRAIN ,San Mateo ,478,956,2,Other Hay/Non Alfalfa,192.47,184000
12483,2020,HAY GRAIN ,Santa Clara ,3010,6020,2,Other Hay/Non Alfalfa,134.05,807000
12484,2020,HAY GRAIN ,Sierra ,1010,2020,2,Other Hay/Non Alfalfa,180.2,364000
12485,2020,HAY GRAIN ,Solano ,2350,7400,3.15,Other Hay/Non Alfalfa,146.62,1085000
12486,2020,HAY GRAIN ,Sonoma ,3040,8810,2.9,Other Hay/Non Alfalfa,131.1,1155000
12487,2020,HAY GRAIN ,Stanislaus ,23400,69200,2.96,Other Hay/Non Alfalfa,148.01,10242000
12488,2020,HAY GRAIN ,Sutter ,207,647,3.13,Other Hay/Non Alfalfa,208.66,135000
12489,2020,HAY GRAIN ,Tehama ,1900,3030,1.59,Other Hay/Non Alfalfa,171.29,519000
12490,2020,HAY GRAIN ,Tulare ,12800,30000,2.34,Other Hay/Non Alfalfa,149,4470000
12491,2020,HAY GRAIN ,Yolo ,8980,29000,3.23,Other Hay/Non Alfalfa,136,3944000
12492,2020,HAY GRAIN , State Totals,186714,643363,3.46,Other Hay/Non Alfalfa,147.8,95500500
12493,2020,HAY GREEN CHOP ,Sonoma ,1080,5170,4.79,Other Hay/Non Alfalfa,32.3,167000
12494,2020,HAY GREEN CHOP , State Totals,3980,5170,4.79,Other Hay/Non Alfalfa,32.3,2728000
12495,2020,HAY OTHER UNSPECIFIED ,Alameda ,2790,4600,1.65,Other,140,644000
12496,2020,HAY OTHER UNSPECIFIED ,Alpine ,250,2000,8,Other,198,396000
12497,2020,HAY OTHER UNSPECIFIED ,El Dorado ,225,192,0.85,Other,193.23,37100
12498,2020,HAY OTHER UNSPECIFIED ,Fresno ,12700,34800,2.74,Other,126.01,4385000
12499,2020,HAY OTHER UNSPECIFIED ,Glenn ,1930,5470,2.83,Other,121.02,662000
12500,2020,HAY OTHER UNSPECIFIED ,Imperial ,93500,763000,8.16,Other,136.62,104239000
12501,2020,HAY OTHER UNSPECIFIED ,Kern ,2950,10000,3.39,Other,149.6,1496000
12502,2020,HAY OTHER UNSPECIFIED ,Marin ,1120,2730,2.44,Other,136.63,373000
12503,2020,HAY OTHER UNSPECIFIED ,Napa ,611,733,1.2,Other,140.52,103000
12504,2020,HAY OTHER UNSPECIFIED ,Plumas ,1010,2020,2,Other,249.5,504000
12505,2020,HAY OTHER UNSPECIFIED ,Riverside ,5830,46700,8.01,Other,206.53,9645000
12506,2020,HAY OTHER UNSPECIFIED ,Sacramento ,1160,3830,3.3,Other,164.23,629000
12507,2020,HAY OTHER UNSPECIFIED ,San Joaquin ,3870,14000,3.62,Other,156.43,2190000
12508,2020,HAY OTHER UNSPECIFIED ,Shasta ,17500,78000,4.46,Other,244,19032000
12509,2020,HAY OTHER UNSPECIFIED ,Sierra ,825,1730,2.1,Other,250.29,433000
12510,2020,HAY OTHER UNSPECIFIED ,Siskiyou ,20500,90800,4.43,Other,229.5,20839000
12511,2020,HAY OTHER UNSPECIFIED ,Solano ,9270,25600,2.76,Other,141.05,3611000
12512,2020,HAY OTHER UNSPECIFIED ,Tuolumne ,352,528,1.5,Other,129.92,68600
12513,2020,HAY OTHER UNSPECIFIED ,Yuba ,1410,3800,2.7,Other,199.74,759000
12514,2020,HAY OTHER UNSPECIFIED , State Totals,201214,1090533,6.13,Other,155.93,181154700
12515,2020,HAY SUDAN ,Imperial ,47000,230000,4.89,Other Hay/Non Alfalfa,152.09,34981000
12516,2020,HAY SUDAN ,Merced ,11500,45300,3.94,Other Hay/Non Alfalfa,134.15,6077000
12517,2020,HAY SUDAN ,Riverside ,2900,14500,5,Other Hay/Non Alfalfa,122.62,1778000
12518,2020,HAY SUDAN ,San Bernardino ,774,7720,9.97,Other Hay/Non Alfalfa,200.13,1545000
12519,2020,HAY SUDAN ,Solano ,3780,13700,3.62,Other Hay/Non Alfalfa,144.6,1981000
12520,2020,HAY SUDAN ,Tulare ,10300,43100,4.18,Other Hay/Non Alfalfa,160,6896000
12521,2020,HAY SUDAN , State Totals,76271,354320,4.65,Other Hay/Non Alfalfa,150.31,53265140
12522,2020,HAY WILD ,Modoc ,2720,13600,5,Other Hay/Non Alfalfa,299.85,4078000
12523,2020,HAY WILD ,San Mateo ,155,257,1.66,Other Hay/Non Alfalfa,105.84,27200
12524,2020,HAY WILD ,Sonoma ,676,1080,1.6,Other Hay/Non Alfalfa,137.96,149000
12525,2020,HAY WILD , State Totals,3551,14937,4.21,Other Hay/Non Alfalfa,284.81,4254200
12526,2020,HORSERADISH ,Modoc ,825,2060,2.5,Other Crops,500.49,1031000
12527,2020,HORSERADISH ,Siskiyou ,170,21,0.12,Other Crops,10619.05,223000
12528,2020,HORSERADISH , State Totals,995,2081,2.09,Other Crops,602.59,1254000
12529,2020,KALE ,Monterey ,1750,12900,7.37,Greens,1080,13932000
12530,2020,KALE ,Riverside ,316,1740,5.51,Greens,1394.25,2426000
12531,2020,KALE ,San Benito ,982,10800,11,Greens,1125.19,12152000
12532,2020,KALE ,San Luis Obispo ,197,4590,23.3,Greens,1403.05,6440000
12533,2020,KALE ,Ventura ,1170,4520,3.86,Greens,6769.03,30596000
12534,2020,KALE , State Totals,4415,34550,7.83,Greens,1897.13,65546000
12535,2020,KIWIFRUIT ,Butte ,573,1980,3.46,Other Tree Crops,1098.48,2175000
12536,2020,KIWIFRUIT ,Tulare ,1890,14100,7.46,Other Tree Crops,1570,22137000
12537,2020,KIWIFRUIT ,Yuba ,1250,3820,3.06,Other Tree Crops,2381.15,9096000
12538,2020,KIWIFRUIT , State Totals,3713,19900,5.36,Other Tree Crops,1678.79,33408000
12539,2020,KUMQUATS ,San Diego ,47,182,3.87,Citrus,3840.66,699000
12540,2020,KUMQUATS , State Totals,47,182,3.87,Citrus,3840.66,699000
12541,2020,LEEKS ,Monterey ,568,6870,12.1,Onions,1540.03,10580000
12542,2020,LEEKS ,San Mateo ,77,1050,13.64,Onions,1188.57,1248000
12543,2020,LEEKS , State Totals,645,7920,12.28,Onions,1493.43,11828000
12544,2020,LEMONS ALL ,Fresno ,3920,80300,20.48,Almonds,990,79497000
12545,2020,LEMONS ALL ,Imperial ,4440,77800,17.52,Almonds,632.71,49225000
12546,2020,LEMONS ALL ,Kern ,4560,87400,19.17,Almonds,1098.48,96007000
12547,2020,LEMONS ALL ,Monterey ,1360,34000,25,Almonds,1080,36720000
12548,2020,LEMONS ALL ,Riverside ,7840,71700,9.15,Almonds,918.98,65891000
12549,2020,LEMONS ALL ,San Diego ,3260,73300,22.48,Almonds,1082.32,79334000
12550,2020,LEMONS ALL ,San Luis Obispo ,1680,28800,17.14,Almonds,583.44,16803000
12551,2020,LEMONS ALL ,Santa Barbara ,1490,25200,16.91,Almonds,370.36,9333000
12552,2020,LEMONS ALL ,Tulare ,11800,199000,16.86,Almonds,1350,268650000
12553,2020,LEMONS ALL ,Ventura ,17000,342000,20.12,Almonds,632.13,216190000
12554,2020,LEMONS ALL , State Totals,57350,1019500,17.78,Almonds,900.1,917650000
12555,2020,LETTUCE HEAD ,Fresno ,6030,110000,18.24,Lettuce,595.92,65551000
12556,2020,LETTUCE HEAD ,Imperial ,5550,98000,17.66,Lettuce,664.43,65114000
12557,2020,LETTUCE HEAD ,Monterey ,39000,942000,24.15,Lettuce,454.97,428580000
12558,2020,LETTUCE HEAD ,Riverside ,2380,21400,8.99,Lettuce,1001.5,21432000
12559,2020,LETTUCE HEAD ,San Benito ,842,14500,17.22,Lettuce,332.62,4823000
12560,2020,LETTUCE HEAD ,San Luis Obispo ,3320,64700,19.49,Lettuce,384.23,24860000
12561,2020,LETTUCE HEAD ,Santa Cruz ,1710,37700,22.05,Lettuce,335.41,12645000
12562,2020,LETTUCE HEAD , State Totals,67802,1288300,21.9,Lettuce,483.59,697303000
12563,2020,LETTUCE LEAF ,Imperial ,12000,102000,8.5,Lettuce,1078.94,110052000
12564,2020,LETTUCE LEAF ,Monterey ,20900,195000,9.33,Lettuce,624.95,121866000
12565,2020,LETTUCE LEAF ,San Luis Obispo ,706,8720,12.35,Lettuce,1204.82,10506000
12566,2020,LETTUCE LEAF ,Santa Cruz ,1420,23400,16.48,Lettuce,543.25,12712000
12567,2020,LETTUCE LEAF ,Ventura ,587,11300,19.25,Lettuce,2451.24,27699000
12568,2020,LETTUCE LEAF , State Totals,41763,340420,9.56,Lettuce,830.84,360919000
12569,2020,LETTUCE ROMAINE ,Imperial ,9940,146000,14.69,Lettuce,520.39,75977000
12570,2020,LETTUCE ROMAINE ,Monterey ,33400,1074000,32.16,Lettuce,545.67,586050000
12571,2020,LETTUCE ROMAINE ,Riverside ,885,11600,13.11,Lettuce,590.95,6855000
12572,2020,LETTUCE ROMAINE ,San Benito ,2760,33900,12.28,Lettuce,436.61,14801000
12573,2020,LETTUCE ROMAINE ,Ventura ,1040,18700,17.98,Lettuce,194.49,3637000
12574,2020,LETTUCE ROMAINE , State Totals,48025,1284200,26.74,Lettuce,535.21,687320000
12575,2020,LETTUCE UNSPECIFIED ,Fresno ,3880,46100,11.88,Lettuce,1306.01,60207000
12576,2020,LETTUCE UNSPECIFIED ,Modoc ,42,176,4.19,Lettuce,3517.05,619000
12577,2020,LETTUCE UNSPECIFIED ,San Bernardino ,43,576,13.4,Lettuce,647.57,373000
12578,2020,LETTUCE UNSPECIFIED ,Santa Clara ,2110,19600,9.29,Lettuce,666.22,13058000
12579,2020,LETTUCE UNSPECIFIED , State Totals,6075,66452,10.94,Lettuce,1117.45,74257000
12580,2020,LIMES ALL ,San Diego ,175,1050,6,Citrus,1894.29,1989000
12581,2020,LIMES ALL , State Totals,175,1050,6,Citrus,1894.29,1989000
12582,2020,MELONS CANTALOUPE ,Fresno ,9330,161000,17.26,Cantaloupes,477,76797000
12583,2020,MELONS CANTALOUPE ,Imperial ,3560,129000,36.24,Cantaloupes,446.35,57579000
12584,2020,MELONS CANTALOUPE ,Merced ,1650,28300,17.15,Cantaloupes,320.78,9078000
12585,2020,MELONS CANTALOUPE ,Riverside ,840,13400,15.95,Cantaloupes,401.19,5376000
12586,2020,MELONS CANTALOUPE , State Totals,15380,331700,21.57,Cantaloupes,448.69,148830000
12587,2020,MELONS HONEYDEW ,Fresno ,5910,101000,17.09,Honeydew Melons,475,47975000
12588,2020,MELONS HONEYDEW ,Imperial ,804,8480,10.55,Honeydew Melons,541.86,4595000
12589,2020,MELONS HONEYDEW ,Riverside ,401,6400,15.96,Honeydew Melons,501.25,3208000
12590,2020,MELONS HONEYDEW , State Totals,7115,115880,16.29,Honeydew Melons,481.34,55778000
12591,2020,MELONS UNSPECIFIED ,Fresno ,2690,35500,13.2,Other Crops,595.01,21123000
12592,2020,MELONS UNSPECIFIED ,Orange ,3,25,8.33,Other Crops,444,11100
12593,2020,MELONS UNSPECIFIED ,Riverside ,926,14800,15.98,Other Crops,508.65,7528000
12594,2020,MELONS UNSPECIFIED ,San Joaquin ,902,13600,15.08,Other Crops,253.24,3444000
12595,2020,MELONS UNSPECIFIED , State Totals,7731,63925,14.14,Other Crops,502.25,57684100
12596,2020,MELONS WATERMELON ,Fresno ,2770,69200,24.98,Watermelons,499,34531000
12597,2020,MELONS WATERMELON ,Imperial ,288,9480,32.92,Watermelons,804.64,7628000
12598,2020,MELONS WATERMELON ,Kern ,1560,50500,32.37,Watermelons,372.08,18790000
12599,2020,MELONS WATERMELON ,San Bernardino ,56,1190,21.25,Watermelons,500.84,596000
12600,2020,MELONS WATERMELON ,San Joaquin ,1800,83500,46.39,Watermelons,430.38,35937000
12601,2020,MELONS WATERMELON , State Totals,7584,213870,33.04,Watermelons,455.8,103582000
12602,2020,MINT ,Modoc ,2060,87,0.04,Mint,44252.87,3850000
12603,2020,MINT ,Siskiyou ,265,11,0.04,Mint,45090.91,496000
12604,2020,MINT , State Totals,2325,98,0.04,Mint,44346.94,4346000
12605,2020,MUSHROOMS ,Monterey ,115,19400,168.7,Other Crops,3909.33,75841000
12606,2020,MUSHROOMS ,Santa Clara ,136,17200,126.47,Other Crops,4409.53,75844000
12607,2020,MUSHROOMS , State Totals,251,36600,145.82,Other Crops,4144.4,151685000
12608,2020,NECTARINES ,Contra Costa ,30,78,2.6,Nectarines,3576.92,279000
12609,2020,NECTARINES ,Fresno ,10500,100000,9.52,Nectarines,1579,157900000
12610,2020,NECTARINES ,Kings ,1190,13300,11.18,Nectarines,1413.31,18797000
12611,2020,NECTARINES ,Tulare ,8780,62200,7.08,Nectarines,1300,80860000
12612,2020,NECTARINES , State Totals,20501,175578,8.56,Nectarines,1468.5,257851000
12613,2020,OATS GRAIN ,Glenn ,3330,10800,3.24,Oats,141.3,1526000
12614,2020,OATS GRAIN ,Riverside ,861,1680,1.95,Oats,214.29,360000
12615,2020,OATS GRAIN ,Siskiyou ,671,1850,2.76,Oats,211.35,391000
12616,2020,OATS GRAIN ,Sonoma ,510,516,1.01,Oats,346.9,179000
12617,2020,OATS GRAIN , State Totals,5372,14846,2.76,Oats,165.43,2456000
12618,2020,OKRA ,Riverside ,759,5620,7.4,Other Crops,1279.18,7189000
12619,2020,OKRA , State Totals,759,5620,7.4,Other Crops,1279.18,7189000
12620,2020,OLIVES ,Butte ,758,2270,2.99,Olives,761.23,1728000
12621,2020,OLIVES ,Calaveras ,80,8,0.1,Olives,1325,10600
12622,2020,OLIVES ,Colusa ,294,1210,4.12,Olives,747.93,905000
12623,2020,OLIVES ,Contra Costa ,293,796,2.72,Olives,1046.48,833000
12624,2020,OLIVES ,Glenn ,8280,37400,4.52,Olives,924.79,34587000
12625,2020,OLIVES ,Madera ,540,1540,2.85,Olives,916.23,1411000
12626,2020,OLIVES ,Napa ,48,41,0.85,Olives,2829.27,116000
12627,2020,OLIVES ,San Benito ,174,278,1.6,Olives,676.26,188000
12628,2020,OLIVES ,San Joaquin ,5190,24500,4.72,Olives,795.71,19495000
12629,2020,OLIVES ,Solano ,288,332,1.15,Olives,3942.77,1309000
12630,2020,OLIVES ,Sutter ,939,648,0.69,Olives,617.28,400000
12631,2020,OLIVES ,Tehama ,8550,18700,2.19,Olives,956.68,17890000
12632,2020,OLIVES ,Tulare ,8230,26300,3.2,Olives,1340,35242000
12633,2020,OLIVES ,Yolo ,6000,23200,3.87,Olives,720,16704000
12634,2020,OLIVES , State Totals,40112,137223,3.46,Olives,953.33,131389000
12635,2020,ONIONS ,Fresno ,16700,317000,18.98,Onions,437,138529000
12636,2020,ONIONS ,Imperial ,12500,347000,27.76,Onions,171.4,59477000
12637,2020,ONIONS ,Modoc ,1860,44200,23.76,Onions,164.93,7290000
12638,2020,ONIONS ,Monterey ,2320,64800,27.93,Onions,555,35964000
12639,2020,ONIONS ,Orange ,8,11,1.38,Onions,1809.09,19900
12640,2020,ONIONS ,Riverside ,5810,105000,18.07,Onions,200.98,21103000
12641,2020,ONIONS ,San Bernardino ,34,614,18.06,Onions,568.4,349000
12642,2020,ONIONS ,San Joaquin ,1960,46400,23.67,Onions,258.6,11999000
12643,2020,ONIONS ,Santa Clara ,40,744,18.6,Onions,403.23,300000
12644,2020,ONIONS ,Siskiyou ,2650,76200,28.75,Onions,174.97,13333000
12645,2020,ONIONS , State Totals,51252,1001969,22.83,Onions,287.8,338113900
12646,2020,ORANGES NAVEL ,Fresno ,27500,475000,17.27,Oranges,595.06,282653000
12647,2020,ORANGES NAVEL ,Kern ,29100,542000,18.63,Oranges,788.45,427339000
12648,2020,ORANGES NAVEL ,Riverside ,1350,18900,14,Oranges,393.54,7438000
12649,2020,ORANGES NAVEL ,San Bernardino ,798,6830,8.56,Oranges,1486.38,10152000
12650,2020,ORANGES NAVEL ,Tulare ,74700,1650000,22.09,Oranges,526.4,868566000
12651,2020,ORANGES NAVEL ,Ventura ,498,8650,17.37,Oranges,389.94,3373000
12652,2020,ORANGES NAVEL , State Totals,133946,2701380,20.17,Oranges,592.11,1599521000
12653,2020,ORANGES UNSPECIFIED ,Madera ,2400,32300,13.46,Oranges,515.08,16637000
12654,2020,ORANGES UNSPECIFIED ,San Diego ,4400,60200,13.68,Oranges,596.93,35935000
12655,2020,ORANGES UNSPECIFIED , State Totals,6800,92500,13.6,Oranges,568.35,52572000
12656,2020,ORANGES VALENCIA ,Fresno ,2510,53700,21.39,Oranges,419.94,22551000
12657,2020,ORANGES VALENCIA ,Kern ,4290,83300,19.42,Oranges,889.21,74071000
12658,2020,ORANGES VALENCIA ,Riverside ,900,9000,10,Oranges,442,3978000
12659,2020,ORANGES VALENCIA ,San Bernardino ,431,4800,11.14,Oranges,515.42,2474000
12660,2020,ORANGES VALENCIA ,Tulare ,13700,323000,23.58,Oranges,599.66,193691000
12661,2020,ORANGES VALENCIA ,Ventura ,2170,35500,16.36,Oranges,537.32,19075000
12662,2020,ORANGES VALENCIA , State Totals,24001,509300,21.22,Oranges,620.15,315840000
12663,2020,PARSLEY ,Monterey ,120,1200,10,Barley,1240,1488000
12664,2020,PARSLEY ,Ventura ,731,19400,26.54,Barley,945.46,18342000
12665,2020,PARSLEY , State Totals,851,20600,24.21,Barley,962.62,19830000
12666,2020,PEACHES CLINGSTONE ,Fresno ,1870,29300,15.67,Peaches,476.01,13947000
12667,2020,PEACHES CLINGSTONE ,Kings ,1070,19100,17.85,Peaches,501.31,9575000
12668,2020,PEACHES CLINGSTONE ,Madera ,450,8160,18.13,Peaches,487.99,3982000
12669,2020,PEACHES CLINGSTONE ,Merced ,1390,17600,12.66,Peaches,495.23,8716000
12670,2020,PEACHES CLINGSTONE ,San Joaquin ,1090,14200,13.03,Peaches,478.8,6799000
12671,2020,PEACHES CLINGSTONE ,Stanislaus ,2520,42600,16.9,Peaches,488,20789000
12672,2020,PEACHES CLINGSTONE ,Sutter ,7620,108000,14.17,Peaches,476.04,51412000
12673,2020,PEACHES CLINGSTONE ,Tulare ,1140,19000,16.67,Peaches,590,11210000
12674,2020,PEACHES CLINGSTONE ,Yuba ,2190,33000,15.07,Peaches,488.64,16125000
12675,2020,PEACHES CLINGSTONE , State Totals,19340,290960,15.04,Peaches,489.95,142555000
12676,2020,PEACHES FREESTONE ,Fresno ,15600,162000,10.38,Peaches,1488,241056000
12677,2020,PEACHES FREESTONE ,Kings ,1700,20100,11.82,Peaches,1337.91,26892000
12678,2020,PEACHES FREESTONE ,Madera ,240,4110,17.13,Peaches,496.11,2039000
12679,2020,PEACHES FREESTONE ,Merced ,1580,23700,15,Peaches,394.56,9351000
12680,2020,PEACHES FREESTONE ,San Joaquin ,587,10000,17.04,Peaches,458.9,4589000
12681,2020,PEACHES FREESTONE ,Stanislaus ,875,8800,10.06,Peaches,1250,11000000
12682,2020,PEACHES FREESTONE ,Tulare ,10800,112000,10.37,Peaches,1435.28,160751000
12683,2020,PEACHES FREESTONE , State Totals,31382,340710,10.86,Peaches,1337.44,455678000
12684,2020,PEACHES UNSPECIFIED ,Butte ,1440,23000,15.97,Peaches,495.17,11389000
12685,2020,PEACHES UNSPECIFIED ,Contra Costa ,123,567,4.61,Peaches,3119.93,1769000
12686,2020,PEACHES UNSPECIFIED ,El Dorado ,110,336,3.05,Peaches,4488.1,1508000
12687,2020,PEACHES UNSPECIFIED ,Placer ,94,175,1.86,Peaches,2000,350000
12688,2020,PEACHES UNSPECIFIED ,Riverside ,56,128,2.29,Peaches,6765.63,866000
12689,2020,PEACHES UNSPECIFIED , State Totals,1828,24206,13.28,Peaches,656.12,15966000
12690,2020,PEARS ASIAN ,El Dorado ,40,256,6.4,Pears,4148.44,1062000
12691,2020,PEARS ASIAN , State Totals,40,256,6.4,Pears,4148.44,1062000
12692,2020,PEARS BARTLETT ,El Dorado ,65,260,4,Pears,3984.62,1036000
12693,2020,PEARS BARTLETT ,Lake ,1380,21500,15.58,Pears,722.56,15535000
12694,2020,PEARS BARTLETT ,Mendocino ,974,15100,15.5,Pears,521.26,7871000
12695,2020,PEARS BARTLETT , State Totals,2419,36860,15.24,Pears,663.1,24442000
12696,2020,PEARS UNSPECIFIED ,Fresno ,751,12600,16.78,Pears,3203.02,40358000
12697,2020,PEARS UNSPECIFIED ,Lake ,81,1160,14.32,Pears,940.52,1091000
12698,2020,PEARS UNSPECIFIED ,Mendocino ,108,1620,15,Pears,936.42,1517000
12699,2020,PEARS UNSPECIFIED ,Placer ,15,159,10.6,Pears,500,79500
12700,2020,PEARS UNSPECIFIED ,Sacramento ,4910,52000,10.59,Pears,501.25,26065000
12701,2020,PEARS UNSPECIFIED ,San Joaquin ,60,700,11.67,Pears,594.29,416000
12702,2020,PEARS UNSPECIFIED ,Tulare ,194,4850,25,Pears,1060,5141000
12703,2020,PEARS UNSPECIFIED , State Totals,6119,73089,11.94,Pears,1021.6,74667500
12704,2020,PEAS GREEN UNSPECIFIED ,San Luis Obispo ,104,188,1.81,Peas,2601.06,489000
12705,2020,PEAS GREEN UNSPECIFIED ,San Mateo ,124,93,0.75,Peas,5774.19,537000
12706,2020,PEAS GREEN UNSPECIFIED , State Totals,4853,281,1.23,Peas,3651.25,51494880
12707,2020,PECANS ,Glenn ,589,736,1.25,Pecans,3347.83,2464000
12708,2020,PECANS ,Tulare ,944,821,0.87,Pecans,2879.42,2364000
12709,2020,PECANS , State Totals,1533,1557,1.02,Pecans,3100.83,4828000
12710,2020,PEPPERS BELL ,Fresno ,1300,24500,18.85,Peppers,765.02,18743000
12711,2020,PEPPERS BELL ,Kern ,1310,31400,23.97,Peppers,1894.62,59491000
